医院,姓名,科室,评分,擅长,简介
上海交通大学医学院附属第九人民医院,苏薇洁,整形科,5.0,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,王炜,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,魏皎,整形科,4.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,吴巍,整形科,5.0,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,武晓莉,整形科,4.9,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,余力,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,张如鸿,整形科,4.2,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属第九人民医院,章一新,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属仁济医院,范志宏,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属瑞金医院,董佳生,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属瑞金医院,易磊,整形科,3.9,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
上海交通大学医学院附属瑞金医院,章一新,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京朝阳医院,范巨峰,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京大学第三医院,李冬梅,眼整形,3.7,眼整形常见病、多发病诊治,主任医师，眼整形专科，从事临床工作多年，具有丰富的临床经验。
北京大学第三医院,安阳,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京大学第三医院,李比,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京大学第三医院,李东,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京大学第三医院,潘柏林,整形科,3.9,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京大学第三医院,赵振民,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京大学深圳医院,李天石,整形科,4.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京儿童医院,王林娜,皮肤美容,3.6,皮肤美容常见病、多发病诊治,主任医师，皮肤美容专科，从事临床工作多年，具有丰富的临床经验。
北京儿童医院,刘磊,小儿整形科,5.0,先天性畸形整形、唇腭裂修复、体表肿瘤,主任医师，小儿整形外科专科，从事小儿整形外科工作多年。
北京儿童医院,王伊宁,小儿整形科,5.0,先天性畸形整形、唇腭裂修复、体表肿瘤,主任医师，小儿整形外科专科，从事小儿整形外科工作多年。
北京天坛医院,李巍,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京协和医院,王宏伟,皮肤美容,3.6,皮肤美容常见病、多发病诊治,主任医师，皮肤美容专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,曾昂,整形科,4.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京协和医院,黄久佐,整形科,4.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京协和医院,黄渭清,整形科,4.0,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京协和医院,龙笑,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
北京协和医院,王晓军,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
广东省妇幼保健院,胡葵葵,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
广东省妇幼保健院,夏学颖,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
广东省人民医院,赵成利,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
广东省中医院,贾金靖,皮肤美容,3.5,皮肤美容常见病、多发病诊治,主任医师，皮肤美容专科，从事临床工作多年，具有丰富的临床经验。
广州市第一人民医院,杨荣华,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
广州市第一人民医院,钟鸣,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
广州医科大学附属第一医院,张志华,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
暨南大学附属第一医院,刘宏伟,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
暨南大学附属第一医院,肖丽玲,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学南方医院,高建华,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学南方医院,胡志奇,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学南方医院,鲁峰,整形科,3.9,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学南方医院,苗勇,整形科,4.9,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学珠江医院,陈伯华,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学珠江医院,齐向东,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南方医科大学珠江医院,王晋煌,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
中山大学附属第五医院,程勇,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
中山大学中山眼科中心,林羡钗,眼整形,3.7,眼整形常见病、多发病诊治,主任医师，眼整形专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,郑永欣,眼整形,3.6,眼整形常见病、多发病诊治,主任医师，眼整形专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,于丽,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
四川大学华西医院,许学文,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
四川大学华西医院,于蓉,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
四川省人民医院,戴耕武,皮肤美容,3.3,皮肤美容常见病、多发病诊治,主任医师，皮肤美容专科，从事临床工作多年，具有丰富的临床经验。
四川省人民医院,游晓波,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
浙江大学医学院附属邵逸夫医院,谈伟强,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
重庆医科大学附属第二医院,果磊,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
重庆医科大学附属第二医院,张恒术,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
重庆医科大学附属儿童医院,邱林,小儿整形科,3.6,先天性畸形整形、唇腭裂修复、体表肿瘤,主任医师，小儿整形外科专科，从事小儿整形外科工作多年。
珠海市人民医院,张先安,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
西安交通大学第一附属医院,柏宏亮,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
江苏省人民医院,郭芳芳,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
南京鼓楼医院,谭谦,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属同济医院,黄立,整形科,3.6,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属协和医院,郭科,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属协和医院,李小丹,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属协和医院,孙家明,整形科,3.8,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属协和医院,杨杰,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属协和医院,易传勋,整形科,3.7,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
华中科技大学同济医学院附属协和医院,钟爱梅,整形科,4.0,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。
