医院,姓名,科室,评分,擅长,简介
北京儿童医院,韩晓锋,小儿皮肤科,3.7,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京儿童医院,马琳,小儿皮肤科,3.8,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京儿童医院,邢嬛,小儿皮肤科,3.7,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京儿童医院,徐教生,小儿皮肤科,5.0,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京儿童医院,徐哲,小儿皮肤科,3.6,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京儿童医院,徐子刚,小儿皮肤科,3.9,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京儿童医院,张斌,小儿皮肤科,4.9,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
北京天坛医院,岳学苹,皮肤性病科,3.5,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,关凯,过敏反应科,3.7,过敏反应科常见病、多发病诊治,主任医师，过敏反应科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,孙劲旅,过敏反应科,3.7,过敏反应科常见病、多发病诊治,主任医师，过敏反应科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,文利平,过敏反应科,5.0,过敏反应科常见病、多发病诊治,主任医师，过敏反应科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,支玉香,过敏反应科,3.7,过敏反应科常见病、多发病诊治,主任医师，过敏反应科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,王宏伟,皮肤美容,3.6,皮肤美容常见病、多发病诊治,主任医师，皮肤美容专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,曾跃平,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,晋红中,皮肤性病科,4.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,李军,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,李丽,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,李世泰,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,刘洁,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,刘跃华,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,马东来,皮肤性病科,5.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,孙秋宁,皮肤性病科,4.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,王家璧,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,王涛,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,俞宝田,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,苑勰,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,张保如,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,郑和义,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
北京协和医院,左亚刚,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广东省人民医院,沈柱,皮肤性病科,3.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广东省中医院,贾金靖,皮肤美容,3.5,皮肤美容常见病、多发病诊治,主任医师，皮肤美容专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈达灿,中医皮肤科,3.4,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,黄咏菁,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,康旭,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,李红毅,中医皮肤科,3.6,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,卢传坚,中医皮肤科,3.6,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,吴元胜,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,朱培成,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广州市第一人民医院,曾仁山,皮肤性病科,3.5,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,方锐华,皮肤性病科,3.5,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,贾淑青,皮肤性病科,3.5,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,黎志刚,皮肤性病科,3.5,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,莫友,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,王建琴,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,吴江,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州市第一人民医院,郑学毅,皮肤性病科,3.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州医科大学附属第一医院,李靖,过敏反应科,3.7,过敏反应科常见病、多发病诊治,主任医师，过敏反应科专科，从事临床工作多年，具有丰富的临床经验。
广州医科大学附属第一医院,张清玲,过敏反应科,3.6,过敏反应科常见病、多发病诊治,主任医师，过敏反应科专科，从事临床工作多年，具有丰富的临床经验。
广州医科大学附属第一医院,程喜平,皮肤性病科,3.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州医科大学附属第一医院,刘仲荣,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州医科大学附属第一医院,谭凤明,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州医科大学附属第一医院,熊春萍,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
广州医科大学附属妇女儿童医疗中心,陈谨萍,小儿皮肤科,3.7,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。
广州中医药大学第一附属医院,刘靖,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
暨南大学附属第一医院,陈贤丰,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
暨南大学附属第一医院,邓列华,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
暨南大学附属第一医院,胡云峰,皮肤性病科,3.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
南方医科大学南方医院,曾抗,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
南方医科大学南方医院,赖宽,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
南方医科大学南方医院,李莉,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
南方医科大学南方医院,梁刘萍,皮肤性病科,3.6,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
南方医科大学南方医院,彭学标,皮肤性病科,3.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
南方医科大学南方医院,谭仲楷,皮肤性病科,3.7,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。
